state,district,school_name,School Management,Address,Class,Edu. District,Edu. Block,LGD Block,LGD Panchayat,LGD Village,LGD Ward,class,School Type,School Category,School Location,School Type,State,Urban Local Body
GUJARAT,JAMNAGAR,PATAN GODADIYO NES P SCHOOL,3-Local Body,AT GODADIYANESH TA JAMJODHPUR,1 To 5,Jamnagar,Jamjodhpur,Jamjodhpur,Patan,Patan,,,,1-Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,PATAN PRIMARY SCHOOL,3-Local Body,AT PATAN TA JAMJODHPUR,1 To 8,Jamnagar,Jamjodhpur,Jamjodhpur,Patan,Patan,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,PATAN VADI SHALA,3-Local Body,AT PATANVADI TA JAMJODHPUR,1 To 5,Jamnagar,Jamjodhpur,Jamjodhpur,Patan,Patan,,,,1-Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,PATEL BHIMJI DAYA B.V.M. HIGH SC.,4-Government Aided,AT POST MOTI BANUGAR TA DIST JAMNAGAR,9 To 10,Jamnagar,Jamnagar,Jamnagar,Moti Banugar,Moti Banugar,,,,8-Secondary Only,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,PIPAR KANYA SHALA,3-Local Body,AT PIPAR TA KALAVAD DIST JAMNAGAR,1 To 8,Jamnagar,Kalavad,Kalavad,Pipar,Pipar,,,,2-Primary with Upper Primary,1-Rural,2-Girls,Gujarat,
GUJARAT,JAMNAGAR,PIPAR KUMAR SHALA,3-Local Body,AT PIPAR TA KALAVAD DIST JAMNAGAR,1 To 8,Jamnagar,Kalavad,Kalavad,Pipar,Pipar,,,,2-Primary with Upper Primary,1-Rural,1-Boys,Gujarat,
GUJARAT,JAMNAGAR,PIPARTODA PRIMARY SCHOOL,3-Local Body,PIPARTODA PRIMARY SCHOOL,1 To 5,Jamnagar,Dhrol,Dhrol,Pipartoda,Pipartoda,,,,1-Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,PIPARTODA TALUKA SHALA,3-Local Body,AT PIPARTODA TALUKO LALPUR,1 To 8,Jamnagar,Lalpur,Lalpur,Pipartoda,Pipartoda,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,PIPLI GRAM PRIMARY SCHOOL,3-Local Body,AT-PIPALI TA-LALPUR DIST-JAMNAGAR,1 To 8,Jamnagar,Lalpur,Lalpur,Pipli,Pipli,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,PIPLI STATION PRIMARY SCHOOL,3-Local Body,AT-PIPALI TA-LALPUR DIST-JAMNAGAR,1 To 8,Jamnagar,Lalpur,Lalpur,Pipli,Pipli,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,PIRVADI PRIMARY SCHOOL,3-Local Body,"RANGMATI SOCIETY, KALAVAD NAKA BAHAR, HAPA ROAD, JAMNAGAR",,Jamnagar,Jamnagar,NA,,,Jamnagar (M Corp.) - Ward No.12,1 To 5,3-Co-educational,1-Primary,2-Urban,,Gujarat,Jamnagar-Municipal Corporations
GUJARAT,JAMNAGAR,PITHAD TALUKA SHALA,3-Local Body,At pithad ta shala TA JODIYA,1 To 8,Jamnagar,Jodiya,Jamjodhpur,Pithad,Pithad,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,PITHALDHAM NES VADI SCHOOL,3-Local Body,AT RAMPAR VADI VISTAR TA KALAVAD DIST JAMNAGAR,,Jamnagar,Kalavad,Jamjodhpur,Rampar,Rampar,,1 To 5,3-Co-educational,1-Primary,1-Rural,,Gujarat,
GUJARAT,JAMNAGAR,PLANET SCHOOL,5-Pvt. Unaided (Recognized),AT ANANDPAR TA KALAVAD DIST JAMNAGAR,1 To 12,Jamnagar,Kalavad,Kalavad,Anandpar,Anandpar,,,,3-Pr. with Up.Pr. Sec. and H.Sec.,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,PLANET SCHOOL ENGLISH MEDIUM,5-Pvt. Unaided (Recognized),AT ANANDPAR TA KALAVAD DIST JAMNAGAR,1 To 8,Jamnagar,Kalavad,Kalavad,Anandpar,Anandpar,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,PLAZMA PRIMARY SCHOOL,5-Pvt. Unaided (Recognized),"NEAR RUDRA PARTY PLOT, DWARKESH 5, MADHAV BAG 1, JAMNAGAR",,Jamnagar,Jamnagar,Jamnagar,Naghedi,Naghedi,,1 To 12,3-Co-educational,3-Pr. with Up.Pr. Sec. and H.Sec.,1-Rural,,Gujarat,
GUJARAT,JAMNAGAR,PODAR INTERNATIONAL SCHOOL,5-Pvt. Unaided (Recognized),"AT.JAMNAGAR, TAL.JAMNAGAR DIS.JAMNAGAR",1 To 12,Jamnagar,Jamnagar,Jamnagar,Lakha Baval,Lakha Baval,,,,3-Pr. with Up.Pr. Sec. and H.Sec.,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,POWER HOUSE PRIMARY SHALA,3-Local Body,"OLD GEB COLONY DIGGVIJAYGRAM SIKKA, TAL AND DIS.JAMNAGAR",,Jamnagar,Jamnagar,Jamnagar,Digvijay Gram,Digvijaygram (Ct),,1 To 8,3-Co-educational,2-Primary with Upper Primary,1-Rural,,Gujarat,
GUJARAT,JAMNAGAR,PRABHUJI PIPALIYA PRI. SCHOOL,3-Local Body,AT PRABHUJI PIPALIYA TA KALAVAD DIST JAMNAGAR,,Jamnagar,Kalavad,Jamjodhpur,Pipalia Prabhuji,Prabhuji Pipaliya,,1 To 5,3-Co-educational,1-Primary,1-Rural,,Gujarat,
GUJARAT,JAMNAGAR,PRABHULAL SANGHRAJ SHAH PRI. SCHOOL,4-Government Aided,SAAT RASTA CIRCLE M P SHAH COLLEGE JAMNAGAR,,Jamnagar,Jamnagar,NA,,,Jamnagar (M Corp.) - Ward No.4,1 To 8,3-Co-educational,2-Primary with Upper Primary,2-Urban,,Gujarat,Jamnagar-Municipal Corporations
GUJARAT,JAMNAGAR,PRAGATI PRIMARY SCHOOL ENG MEDIUM,5-Pvt. Unaided (Recognized),AT-JOGVAD TA-LALPUR DIST-JAMNAGAR,1 To 8,Jamnagar,Lalpur,Lalpur,Jogvad,Jogvad,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,PRAGATI PRI SCHOOL-JOGVAD,5-Pvt. Unaided (Recognized),AT-JOGVAD TA-LALPUR DIST-JAMNAGAR,1 To 8,Jamnagar,Lalpur,Lalpur,Jogvad,Jogvad,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,PRAGATI VIDHYALAY,5-Pvt. Unaided (Recognized),"KUMBHANATH PARA, KALAVAD TA KALAVAD DIST JAMNAGAR",,Jamnagar,Kalavad,NA,,,Kalavad (M) - Ward No.3,1 To 8,3-Co-educational,2-Primary with Upper Primary,2-Urban,,Gujarat,Kalavad-Municipality
GUJARAT,JAMNAGAR,PRAGTESHWAR PRIMARY SCHOOL,3-Local Body,AT-LALPUR TA-LALPUR DIST-JAMNAGAR,1 To 5,Jamnagar,Lalpur,Lalpur,Lalpur,Lalpur,,,,1-Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,PRAKASHPUNJ VIDHYALAY,5-Pvt. Unaided (Recognized),NAVAGAAM GHED JAMNAGAR,6 To 8,Jamnagar,Jamnagar,NA,,,Jamnagar (M Corp.) - Ward No.4,,,4-Upper Primary only,2-Urban,3-Co-educational,Gujarat,Jamnagar-Municipal Corporations
GUJARAT,JAMNAGAR,PRANAMI GLOBAL SCHOOL,5-Pvt. Unaided (Recognized),"RANJITNAGAR,HIRJI MISTRY RAOD, JAMNAGAR",1 To 10,Jamnagar,Jamnagar,NA,,,Jamnagar (M Corp.) - Ward No.8,,,6-Pr. Up Pr. and Secondary Only,2-Urban,3-Co-educational,Gujarat,Jamnagar-Municipal Corporations
GUJARAT,JAMNAGAR,PRAVATIDEVI PRI. SCH.,5-Pvt. Unaided (Recognized),AT LIMDA LANE TA DIST JAMNAGAR,1 To 8,Jamnagar,Jamnagar,NA,,,Jamnagar (M Corp.) - Ward No.14,,,2-Primary with Upper Primary,2-Urban,3-Co-educational,Gujarat,Jamnagar-Municipal Corporations
GUJARAT,JAMNAGAR,PRERNA MADHYAMIK VIDHYALAY,5-Pvt. Unaided (Recognized),"AT. DHRAFA, CHIRODA PATIYA, TA. JAMJODHPUR, DIST. JAMNAGAR",,Jamnagar,Jamjodhpur,Jamjodhpur,Dhrafa,Dhrafa,,1 To 12,3-Co-educational,3-Pr. with Up.Pr. Sec. and H.Sec.,1-Rural,,Gujarat,
GUJARAT,JAMNAGAR,PRIMARY SCHOOL PITHADIYA -1,3-Local Body,AT PITHADIYA -1 TA KALAVAD DIST JAMANAGAR,1 To 8,Jamnagar,Kalavad,Jamjodhpur,Pithadpur,Pithadiya,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,PRIMARY SCHOOL PITHADIYA-2,3-Local Body,AT PITHADIYA 2 TA KALAVAD DIST JAMNAGAR,1 To 5,Jamnagar,Kalavad,Jamjodhpur,Pithadpur,Pithadiya,,,,1-Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,PRIMARY SCHOOL PITHADIYA-3,3-Local Body,AT PITHADIYA - 3 TA KALAVAD DIST JAMNAGAR,1 To 5,Jamnagar,Kalavad,Jamjodhpur,Pithadpur,Pithadiya,,,,1-Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,PRIMARY SCHOOL PITHADIYA -4,3-Local Body,AT PITHADIYA 4 TA KALAVAD DIST JAMANAGAR,1 To 5,Jamnagar,Kalavad,Jamjodhpur,Pithadpur,Pithadiya,,,,1-Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,PRIME INTERNATIONAL SCHOOL,5-Pvt. Unaided (Recognized),VILLAGE KANSUMRA JAMNAGAR,1 To 12,Jamnagar,Jamnagar,NA,,,Jamnagar (M Corp.) - Ward No.2,,,3-Pr. with Up.Pr. Sec. and H.Sec.,2-Urban,3-Co-educational,Gujarat,Jamnagar-Municipal Corporations
GUJARAT,JAMNAGAR,PRIME MADHYAMIK SHALA,5-Pvt. Unaided (Recognized),NEAR RAILWAY OVER BRIDGE BEDESHWAR ROAD JAMNAGAR,,Jamnagar,Jamnagar,NA,,,Jamnagar (M Corp.) - Ward No.2,9 To 12,3-Co-educational,10-Secondary with Higher Secondary,2-Urban,,Gujarat,Jamnagar-Municipal Corporations
GUJARAT,JAMNAGAR,PRIME PRATHAMIK SHALA (GUJARATI),5-Pvt. Unaided (Recognized),"near railway over bridge bedeshwar road, jamnagar",6 To 8,Jamnagar,Jamnagar,Jamnagar,Kansumara,Kansumara,,,,4-Upper Primary only,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,PRIME UCH. MADHYMIK SHALA,5-Pvt. Unaided (Recognized),SHARU SECATION ROAD JAMNAGAR,6 To 12,Jamnagar,Jamnagar,NA,,,Jamnagar (M Corp.) - Ward No.2,,,5-Up. Pr. Secondary and Higher Sec,2-Urban,3-Co-educational,Gujarat,Jamnagar-Municipal Corporations
GUJARAT,JAMNAGAR,PUMP HOUSE PRI. SCH.,3-Local Body,"RANJIT SAGAR ROAD,NEAR PUMP HOUSE, JAMNAGAR",,Jamnagar,Jamnagar,Jamnagar,Dared,Dared,,1 To 8,3-Co-educational,2-Primary with Upper Primary,1-Rural,,Gujarat,
GUJARAT,JAMNAGAR,PU.PA.GO SH.V.L.M. SHRI VIDYA.,5-Pvt. Unaided (Recognized),"4, VRAJ VATIKA,RANJITSAGAR ROAD, JAMNAGAR 361005",,Jamnagar,Jamnagar,Jamnagar,Dared,Dared,,1 To 8,3-Co-educational,2-Primary with Upper Primary,1-Rural,,Gujarat,
GUJARAT,JAMNAGAR,PU.PA.GO SH.V.L.M. SHRI VIDYA. ENG MED,5-Pvt. Unaided (Recognized),"VRAJ VATIKA, PLOT NO. 4, RANJITSAGAR ROAD, JAMNAGAR",,Jamnagar,Jamnagar,Jamnagar,Dared,Dared,,1 To 8,3-Co-educational,2-Primary with Upper Primary,1-Rural,,Gujarat,
GUJARAT,JAMNAGAR,PUROHIT SCHOOL,5-Pvt. Unaided (Recognized),"MEHULNGAR,PRAGTI PARK,80 FT RING ROAD,JAMNAGAR",,Jamnagar,Jamnagar,NA,,,Jamnagar (M Corp.) - Ward No.7,1 To 8,3-Co-educational,2-Primary with Upper Primary,2-Urban,,Gujarat,Jamnagar-Municipal Corporations
GUJARAT,JAMNAGAR,PUROHIT SCIENCE SCHOOL,5-Pvt. Unaided (Recognized),"MEHULNAGAR, NEAR PRAGTI PARK, JAMNAGAR",,Jamnagar,Jamnagar,NA,,,Jamnagar (M Corp.) - Ward No.3,9 To 12,3-Co-educational,10-Secondary with Higher Secondary,2-Urban,,Gujarat,Jamnagar-Municipal Corporations
GUJARAT,JAMNAGAR,P.V.MODI HIGH SCHOOL (GUJ MED.),5-Pvt. Unaided (Recognized),"SARU SECTION ROAD, JAMNAGAR",1 To 12,Jamnagar,Jamnagar,NA,,,Jamnagar (M Corp.) - Ward No.2,,,3-Pr. with Up.Pr. Sec. and H.Sec.,2-Urban,3-Co-educational,Gujarat,Jamnagar-Municipal Corporations
GUJARAT,JAMNAGAR,RABARIKA PRIMARY SCHOOL,3-Local Body,AT RABARIKA TA JAMJODHPUR,1 To 8,Jamnagar,Jamjodhpur,Jamjodhpur,Rabarika,Rabarika,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,RABARI VAS VADI SHALA,3-Local Body,AT RABARIVAS TA JAMJODHPUR,1 To 5,Jamnagar,Jamjodhpur,Jamjodhpur,Jamvali,Jamvali,,,,1-Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,RADHIKA EDUCARE SCHOOL,5-Pvt. Unaided (Recognized),"NEAR JM WATER TANK, MP BETHAK ROAD, AT.JAMNAGAR TAL AND DI.JAMNAGAR",,Jamnagar,Jamnagar,NA,,,Jamnagar (M Corp.) - Ward No.12,1 To 12,3-Co-educational,3-Pr. with Up.Pr. Sec. and H.Sec.,2-Urban,,Gujarat,Jamnagar-Municipal Corporations
GUJARAT,JAMNAGAR,RAILWAY COLONY PRIMARY SCHOOL,3-Local Body,RAILWAY COLONY PRIMARY SCHOOL AT DHROL,1 To 5,Jamnagar,Dhrol,NA,,,Dhrol (M) - Ward No.7,,,1-Primary,2-Urban,3-Co-educational,Gujarat,Dhrol-Municipality
GUJARAT,JAMNAGAR,RAJADA PRIMARY SCHOOL,3-Local Body,AT RAJADA TA KALAVAD DIST JAMANGAR,1 To 8,Jamnagar,Kalavad,Kalavad,Rajda,Rajda,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,RAJASTHALI PRIMARY SCHOOL,3-Local Body,AT RAJASTHALI TA KALAVAD DIST JAMNAGAR,1 To 5,Jamnagar,Kalavad,Kalavad,Rajsthali,Rajsthali,,,,1-Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,RAJKIYA SANSKRIT PATHSHALA,1-Department of Education,K V ROAD BEDI GATE OPP BSNL EXCHANGE JAMNAGAR,,Jamnagar,Jamnagar,NA,,,Jamnagar (M Corp.) - Ward No.4,9 To 12,1-Boys,10-Secondary with Higher Secondary,2-Urban,,Gujarat,Jamnagar-Municipal Corporations
GUJARAT,JAMNAGAR,RAJPAR PRIMARY SCHOOL,3-Local Body,RAJPAR PRIMARY SCHOOL,1 To 8,Jamnagar,Dhrol,Dhrol,Rajpar,Rajpar,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,RAJPAR VADI SHALA,3-Local Body,DHAR RAJPAR PRIMARY SCHOOL,1 To 5,Jamnagar,Dhrol,Dhrol,Rajpar,Rajpar,,,,1-Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,RAJPUT SEVA SAMAJ HIGER SEC. SCHOOL,5-Pvt. Unaided (Recognized),LALPUR BYPASS ROAD OPP MARU KANSARA SAMAJ VADI JAMNAGAR,,Jamnagar,Jamnagar,NA,,,Jamnagar (M Corp.) - Ward No.4,11 To 12,3-Co-educational,11-Higher Secondary only/Jr. College,2-Urban,,Gujarat,Jamnagar-Municipal Corporations
GUJARAT,JAMNAGAR,RAJVAD PRIMARY SCHOOL,3-Local Body,AT RAJVADVADI TA JAMJODHPUR,1 To 5,Jamnagar,Jamjodhpur,Jamjodhpur,Dhrafa,Dhrafa,,,,1-Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,RAKA PRIMARY SCHOOL,3-Local Body,AT RAKKA TALUKO LALPUR DIST JAMNAGAR,1 To 8,Jamnagar,Lalpur,Lalpur,Raka,Rakka,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,RAMDUTNAGAR VADI PRIMARY SCHOOL,3-Local Body,AT-JOGVAD TA-LALPUR DIST-JAMNAGAR,1 To 5,Jamnagar,Lalpur,Lalpur,Jogvad,Jogvad,,,,1-Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,RAMNAGAR PRIMARY SCHOOL,3-Local Body,AT.RAMNAGAR TAL AND DIS.JAMNAGAR,1 To 8,Jamnagar,Jamnagar,NA,,,Jamnagar (M Corp.) - Ward No.1,,,2-Primary with Upper Primary,2-Urban,3-Co-educational,Gujarat,Jamnagar-Municipal Corporations
GUJARAT,JAMNAGAR,RAMPAR PRIMARY SCHOOL,3-Local Body,AT RAMPAR TALUKO LALPUR DIST JAMNAGAR PIN 361012,1 To 8,Jamnagar,Lalpur,Lalpur,Rampar,Veraval Moti,,1 To 5,3-Co-educational,1-Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,RAMPAR(SHIDULI) PRIMARY SCHOOL,3-Local Body,AT RAMPAR SINHUDI TA KALAVAD DIST JAMANGAR,,Jamnagar,Kalavad,Jamjodhpur,Mota Vadala,Mota Vadala,,1 To 5,3-Co-educational,1-Primary,1-Rural,,Gujarat,
GUJARAT,JAMNAGAR,RANDAL NAGAR KANYA SHALA,3-Local Body,T B PANCH BONGLOW ROAD JAMNAGAR,1 To 8,Jamnagar,Jamnagar,NA,,,Jamnagar (M Corp.) - Ward No.14,,,2-Primary with Upper Primary,2-Urban,2-Girls,Gujarat,Jamnagar-Municipal Corporations
GUJARAT,JAMNAGAR,RANDALNAGAR PRIMARY SCHOOL,3-Local Body,T B PANCH BUNGLOW ROAD RANDALNAGAR JAMNAGAR,,Jamnagar,Jamnagar,NA,,,Jamnagar (M Corp.) - Ward No.14,1 To 8,3-Co-educational,2-Primary with Upper Primary,2-Urban,,Gujarat,Jamnagar-Municipal Corporations
GUJARAT,JAMNAGAR,RANGPUR PRIMARY SCHOOL,3-Local Body,AT-RANGPUR TA-LALPUR DIST-JAMNAGAR,1 To 8,Jamnagar,Lalpur,Lalpur,Rangpar,Rangpar,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,RANGPUR VADI SHALA,3-Local Body,NA,1 To 5,Jamnagar,Lalpur,NA,NA,,,,,1-Primary,9-NA,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,RANIYARA PRIMARY SCHOOL,3-Local Body,AT RANIYARANESH TA JAMJODHPUR,1 To 5,Jamnagar,Jamjodhpur,Jamjodhpur,Balva,Balva,,,,1-Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,RANJITPAR PRIMARY SCHOOL,3-Local Body,AT.RANJITPAR TAL. DIS. JAMNAGAR,1 To 5,Jamnagar,Jamnagar,Jamnagar,Ranjitpar,Ranjitpar,,,,1-Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,RANJITPAR VADI SHALA,3-Local Body,AT.RANJITPAR TAL AND DIS JAMNAGAR,1 To 5,Jamnagar,Jamnagar,Jamnagar,Ranjitpar,Ranjitpar,,,,1-Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,RASANGPAR PRIMARY SCHOOL,3-Local Body,AT-RASANGPAR TA-LALPUR DIST-JAMNAGAR,1 To 8,Jamnagar,Lalpur,Lalpur,Rasangpar,Rasangpar,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,RASANGPUR VADI SHALA -1,3-Local Body,AT-RASANGPAR TA-LALPUR DIST-JAMNAGAR,1 To 5,Jamnagar,Lalpur,Lalpur,Rasangpar,Rasangpar,,,,1-Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,RASANGPUR VADI SHALA -2,3-Local Body,NA,1 To 5,Jamnagar,Lalpur,NA,NA,,,,,1-Primary,9-NA,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,RASHTRADEEP HIGH SCHOOL,5-Pvt. Unaided (Recognized),"AARAM COLONY, OPP. MEHER SAMAJ, JAMNAGAR",,Jamnagar,Jamnagar,NA,,,Jamnagar (M Corp.) - Ward No.8,1 To 10,3-Co-educational,6-Pr. Up Pr. and Secondary Only,2-Urban,,Gujarat,Jamnagar-Municipal Corporations
GUJARAT,JAMNAGAR,RASNAL PRIMARY SCHOOL,3-Local Body,AT RASNAL TA JODIYA DIST JAMNAGAR,1 To 5,Jamnagar,Jodiya,Jamjodhpur,Rasnal,Rasnal,,,,1-Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,RATANBAI KANYA VIDYALAYA,4-Government Aided,"RATANBAI KANYA VIDYALAY, KHOJA GATE, JAMNAGAR",,Jamnagar,Jamnagar,NA,,,Jamnagar (M Corp.) - Ward No.12,9 To 12,2-Girls,10-Secondary with Higher Secondary,2-Urban,,Gujarat,Jamnagar-Municipal Corporations
GUJARAT,JAMNAGAR,RAVALSAR PRIMARY SCHOOL,3-Local Body,"AT. RAVALSAR, POST AAMRA, TA.DIST. JAMNAGAR",,Jamnagar,Jamnagar,Jamnagar,Ravalsar,Ravalsar,,1 To 5,3-Co-educational,1-Primary,1-Rural,,Gujarat,
GUJARAT,JAMNAGAR,RAVALSAR VADI TALUKA SHALA,3-Local Body,"POST AMRA,CHANDARIYA CAMPUS,NR.SARMAT PATIYA, RAVALSAR, TA.DIST. JAMNAGAR",1 To 8,Jamnagar,Jamnagar,Jamnagar,Ravalsar,Ravalsar,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,RAVANI KHIJADIYA PRIMARY SH.,3-Local Body,AT.RAVANI KHIJADIYA TAL AND DIST JAMNAGAR,1 To 5,Jamnagar,Jamnagar,Jamnagar,Khijadiya Ravani,Khijadiya Ravani,,,,1-Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,RAVESIYA PRIMARY SCHOOL,3-Local Body,AT RAVASHIYA TA KALAVAD DIST JAMNAGAR,1 To 5,Jamnagar,Kalavad,Jamjodhpur,Ravashiya,Ravashiya,,,,1-Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,RAZA PRIMARY SCHOOL,5-Pvt. Unaided (Recognized),LALKHAN GOSHIYA MASJID PASE JAMNAGAR,1 To 4,Jamnagar,Jamnagar,NA,,,Jamnagar (M Corp.) - Ward No.12,,,1-Primary,2-Urban,3-Co-educational,Gujarat,Jamnagar-Municipal Corporations
GUJARAT,JAMNAGAR,RAZVI HIGH SCHOOL,5-Pvt. Unaided (Recognized),RAZAVI HIGHSCHOOL LALPUR DIST JAMNAGAR,9 To 10,Jamnagar,Lalpur,Lalpur,Lalpur,Lalpur,,,,8-Secondary Only,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,R.B.TALUKA SHALA NO.2,3-Local Body,LIMBDA CHOWK KALAVAD TA KALAVAD,1 To 8,Jamnagar,Kalavad,NA,,,Kalavad (M) - Ward No.2,,,2-Primary with Upper Primary,2-Urban,1-Boys,Gujarat,Kalavad-Municipality
GUJARAT,JAMNAGAR,REVA MOTHER EDUCATION CAMP ENG,5-Pvt. Unaided (Recognized),"AIR FORCE ROAD, DIGJAM MILL BEHIND,BHAKTINAGAR,JAMNAGAR",,Jamnagar,Jamnagar,Jamnagar,Dhinchda,Dhinchda,,1 To 8,3-Co-educational,2-Primary with Upper Primary,1-Rural,,Gujarat,
GUJARAT,JAMNAGAR,RINARI PRIMARY SCHOOL,3-Local Body,AT RINARI TA KALAVAD DIST JAMNAGAR,1 To 5,Jamnagar,Kalavad,Kalavad,Rinari,Rinari,,,,1-Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,RINJPAR PRIMARY SCHOOL,3-Local Body,AT-RINJPAR TA-LALPUR,1 To 8,Jamnagar,Lalpur,Lalpur,Rinzpur,Rinzpur,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,RINJPAR SARGHUNA VADI SHALA,3-Local Body,AT-RINJPAR TA-LALPUR,1 To 5,Jamnagar,Lalpur,Lalpur,Rinzpur,Rinzpur,,,,1-Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,RINJPAR VADI PRI. SCHOOL,3-Local Body,AT-RINJPAR TA-LALPUR DIST-JAMNAGAR,1 To 5,Jamnagar,Lalpur,Lalpur,Rinzpur,Rinzpur,,,,1-Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,R.J. HERMA SECONDARY & HIGHER SE,5-Pvt. Unaided (Recognized),"AT. SATAPAR, TA. JAMJODHPUR, DIST. JAMNAGAR",,Jamnagar,Jamjodhpur,Jamjodhpur,Satapar,Satapar,,9 To 12,3-Co-educational,10-Secondary with Higher Secondary,1-Rural,,Gujarat,
GUJARAT,JAMNAGAR,R.L.CHANDRIYA G.P.S. HIGH SCHOOL,4-Government Aided,AT-VADPACHSARA TA-LALPUR DIST-JAMNAGAR,9 To 10,Jamnagar,Lalpur,Lalpur,Vadpanchasara,Vadpanchasara,,,,8-Secondary Only,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,R.M. GORIYA SCHOOL ENGLISH MEDIYAM,5-Pvt. Unaided (Recognized),NA,2 To 8,Jamnagar,Jamnagar,NA,NA,,,,,2-Primary with Upper Primary,9-NA,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,R.M. GORIYA SCHOOL GUJ MEDIYAM,5-Pvt. Unaided (Recognized),NA,2 To 8,Jamnagar,Jamnagar,NA,NA,,,,,2-Primary with Upper Primary,9-NA,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,RMSA GOVT SCHOOL - SANOSARI,13-RMSA School,AT SANOSARI TALUKO LALPUR DIST JAMNAGAR,9 To 10,Jamnagar,Lalpur,Lalpur,Sanosri,Sanosri,,,,8-Secondary Only,1-Rural,3-Co-educational,Gujarat,
