state,district,school_name,School Management,Address,Class,Edu. District,Edu. Block,LGD Block,LGD Panchayat,LGD Village,LGD Ward,class,School Type,School Category,School Location,School Type,State,Urban Local Body
GUJARAT,JAMNAGAR,NANDPUR PRIMARY SCHOO,3-Local Body,AT POST NANDPUR TA DIST JAMNAGAR,1 To 8,Jamnagar,Jamnagar,Jamnagar,Veratiya,Veratiya,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,NANDURI BEKADVADI SHALA,3-Local Body,AT-NANDURI TA-LALPUR,1 To 5,Jamnagar,Lalpur,Lalpur,Nanduri,Nanduri,,,,1-Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,NANDURI TALUKA SHALA,3-Local Body,NANDURI TA-LALPUR DIST-JAMNAGAR,1 To 8,Jamnagar,Lalpur,Lalpur,Nanduri,Nanduri,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,NAND VIDYA NIKETAN,5-Pvt. Unaided (Recognized),"DHINCHADA RONG ROAD, NEAR SHRINATH PETROL PUMP, JAMNAGAR",,Jamnagar,Jamnagar,NA,,,Jamnagar (M Corp.) - Ward No.6,1 To 12,3-Co-educational,3-Pr. with Up.Pr. Sec. and H.Sec.,2-Urban,,Gujarat,Jamnagar-Municipal Corporations
GUJARAT,JAMNAGAR,NANI BANUGAR PRIMARY SCHOOL,3-Local Body,NA,1 To 5,Jamnagar,Jamnagar,NA,NA,,,,,1-Primary,9-NA,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,NANI BHAGEDI TALUKA SHALA,3-Local Body,AT NANI BHAGEDI TA KALAVAD DIST JAMNAGAR,1 To 8,Jamnagar,Kalavad,Jamjodhpur,Nani Bhagedi,Nani Bhagedi,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,NANI BHALSHAN PRIMARY SCHOOL,3-Local Body,AT NANI BHALSAN TA KALAVAD DIST JAMNAGAR,1 To 8,Jamnagar,Kalavad,Jamjodhpur,Nani Bhalsan,Nani Bhalsan,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,NANI KHAVDI PRIMARY SCHOOL,3-Local Body,AT.NANI KHAVDI POS.SIKKA TAL AND DIS.JAMNAGAR,,Jamnagar,Jamnagar,Jamnagar,Nani Khavdi,Nani Khavdi,,1 To 8,3-Co-educational,2-Primary with Upper Primary,1-Rural,,Gujarat,
GUJARAT,JAMNAGAR,NANI LAKHANI PRIMARY SCHOOL,3-Local Body,AT NANI LAKHANI TA DIST JAMNAGAR,1 To 8,Jamnagar,Jamnagar,Jamnagar,Lakhani Nanovas,Lakhani Nanovas,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,NANI MATLI NO.-2 PRI.SCH.,3-Local Body,"AT NANI MATALI, SIDDHIVINAYAK NAGAR, TA.DIST. JAMNAGAR",,Jamnagar,Jamnagar,Jamnagar,Nani Matli,Nani Matli,,1 To 8,3-Co-educational,2-Primary with Upper Primary,1-Rural,,Gujarat,
GUJARAT,JAMNAGAR,NANI MATLI PRIMARY SCHOOL,3-Local Body,NA,3 To 7,Jamnagar,Jamnagar,NA,NA,,,,,2-Primary with Upper Primary,9-NA,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,NANI NAGAZAR PRIMARY SCHOOL,3-Local Body,AT NANI NAGAJAR TA KALAVAD DIST JAMNAGAR,,Jamnagar,Kalavad,Jamjodhpur,Nani Nagajar,Nani Nagajar,,1 To 5,3-Co-educational,1-Primary,1-Rural,,Gujarat,
GUJARAT,JAMNAGAR,NANI RAFUDAD PRIMARY SCHOOL,3-Local Body,AT-NANI RAFUDAD TA-LALPUR,1 To 8,Jamnagar,Lalpur,Lalpur,Rafudad Nani,Rafudad Nani,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,NANI RAFUDAD VADI PRIMARY SCHOOL,3-Local Body,NA,1 To 5,Jamnagar,Lalpur,NA,NA,,,,,1-Primary,9-NA,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,NANI VAVADI PRIMARY SCHOOL,3-Local Body,AT NANI VAVDI TA KALAVAD DIST JAMANAGR,1 To 8,Jamnagar,Kalavad,Jamjodhpur,Nani Vavdi,Nani Vavdi,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,NAPANIYAKHIJADIYA TALUKA SHALA,3-Local Body,AT NAPANIYA KHIJADIYA TA KALAVAD DIST JAMNAGAR,,Jamnagar,Kalavad,Kalavad,Napaniya Khijadiya,Napaniya Khijadiya,,1 To 8,3-Co-educational,2-Primary with Upper Primary,1-Rural,,Gujarat,
GUJARAT,JAMNAGAR,NARANPAR TALUKA SHALA,3-Local Body,AT NARANPUR POST CHELA TA DIST JAMNAGAR,,Jamnagar,Jamnagar,Jamnagar,Naranpar,Naranpar,,1 To 8,3-Co-educational,2-Primary with Upper Primary,1-Rural,,Gujarat,
GUJARAT,JAMNAGAR,NARMADESHWAR PRIMARY SCHOOL,3-Local Body,NA,1 To 5,Jamnagar,Jamjodhpur,NA,NA,,,,,1-Primary,9-NA,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,NARMANA KANYA SHALA,3-Local Body,AT NARMANA TA JAMJODHPUR,1 To 7,Jamnagar,Jamjodhpur,Jamjodhpur,Narmana,Narmana,,,,2-Primary with Upper Primary,1-Rural,2-Girls,Gujarat,
GUJARAT,JAMNAGAR,NARMANA PRATHMIK SHALA,3-Local Body,AT NARMANA TA JAMJODHPUR,1 To 8,Jamnagar,Jamjodhpur,Jamjodhpur,Narmana,Narmana,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,NATHUVADLA PRIMARY SCHOOL,3-Local Body,NATHUVADLA PRIMARY SCHOOL AT NATHUVADLA,,Jamnagar,Dhrol,Dhrol,Nathuvadla,Nathuvadla,,1 To 8,3-Co-educational,2-Primary with Upper Primary,1-Rural,,Gujarat,
GUJARAT,JAMNAGAR,NATIONAL HIGHER PRIMARY,5-Pvt. Unaided (Recognized),AT.JAMNAGAR TAL.AND DIS.JAMNAGAR,6 To 8,Jamnagar,Jamnagar,NA,,,Jamnagar (M Corp.) - Ward No.13,,,4-Upper Primary only,2-Urban,1-Boys,Gujarat,Jamnagar-Municipal Corporations
GUJARAT,JAMNAGAR,NATIONAL HIGH SCHOOL,4-Government Aided,"NEAR KHAMBHALIYA GATE, JAMNAGAR",9 To 12,Jamnagar,Jamnagar,NA,,,Jamnagar (M Corp.) - Ward No.12,,,10-Secondary with Higher Secondary,2-Urban,1-Boys,Gujarat,Jamnagar-Municipal Corporations
GUJARAT,JAMNAGAR,NAVADHUNIYA PRIMARY SCHOOL,3-Local Body,AT NAVADHUNIYA TALUKO LALPUR DIST JAMNAGAR,,Jamnagar,Lalpur,Lalpur,Nava Dhuniya,Dhuniya Nava,,1 To 8,3-Co-educational,2-Primary with Upper Primary,1-Rural,,Gujarat,
GUJARAT,JAMNAGAR,NAVAGAM GHED KANYA SHALA,3-Local Body,SHANKER NA MANDIR SAME NAVAGAAM GHED,1 To 8,Jamnagar,Jamnagar,NA,,,Jamnagar (M Corp.) - Ward No.6,,,2-Primary with Upper Primary,2-Urban,2-Girls,Gujarat,Jamnagar-Municipal Corporations
GUJARAT,JAMNAGAR,NAVAGAMGHED PRIMARY SCHOOL,3-Local Body,KHAD KHAD NAGAR NAVAGAM GHED JAMANGAR,,Jamnagar,Jamnagar,NA,,,Jamnagar (M Corp.) - Ward No.4,1 To 8,3-Co-educational,2-Primary with Upper Primary,2-Urban,,Gujarat,Jamnagar-Municipal Corporations
GUJARAT,JAMNAGAR,NAVAGAM GHED TALUKA SHALA,3-Local Body,"NEAR SHANKAR TEMPLE, NAVAGAM GHED.",1 To 8,Jamnagar,Jamnagar,NA,,,Jamnagar (M Corp.) - Ward No.6,,,2-Primary with Upper Primary,2-Urban,1-Boys,Gujarat,Jamnagar-Municipal Corporations
GUJARAT,JAMNAGAR,NAVAGAM PRIMARY SCHOOL,3-Local Body,AT-NAVAGAM TA-LALPUR DIST-JAMNAGAR,1 To 8,Jamnagar,Lalpur,Lalpur,Navagam,Navagam,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,NAVAGAM TALUKA SHALA,3-Local Body,AT NAVAGAM TA KALAVAD DIST JAMNAGAR,1 To 8,Jamnagar,Kalavad,Kalavad,Navagam,Navagam,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,NAVAGAM VADI SHALA,3-Local Body,AT-NAVAGAM TA-LALPUR DIST-JAMNAGAR,1 To 8,Jamnagar,Lalpur,Lalpur,Navagam,Navagam,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,NAVA LALVADA NESH PRM SCHOOL,3-Local Body,AT NAVALALVADANESH TA JAMJODHPUR,1 To 8,Jamnagar,Jamjodhpur,Jamjodhpur,Satapar,Satapar,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,NAVALBEN G. SHAH GUJ.PRI.SHALA,5-Pvt. Unaided (Recognized),"OPP.SANTIVAN SOCIETY, MANEKNAGAR, LALVADI, JAMNAGAR",,Jamnagar,Jamnagar,NA,,,Jamnagar (M Corp.) - Ward No.12,1 To 8,3-Co-educational,2-Primary with Upper Primary,2-Urban,,Gujarat,Jamnagar-Municipal Corporations
GUJARAT,JAMNAGAR,NAVAMAVNUGAM PRIMARY SHCOOL,3-Local Body,NAVAMAVNU GAM TA JODIYA DIST JAMNAGAR,1 To 5,Jamnagar,Jodiya,Jamjodhpur,Mavnugam,Mavnugam,,,,1-Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,NAVA MODPAR PRIMARY SCHOOL,3-Local Body,"AT POST MODPAR VAYA KHANDHERA, TA,DIST. JAMNAGAR",,Jamnagar,Jamnagar,Jamnagar,Modpar,Modpar,,1 To 8,3-Co-educational,2-Primary with Upper Primary,1-Rural,,Gujarat,
GUJARAT,JAMNAGAR,NAVANAGANA KANYA SHALA,3-Local Body,AT POST NAVANAGNA TA DIST JAMNAGAR,1 To 8,Jamnagar,Jamnagar,Jamnagar,Nava Nagna,Nava Nagna,,,,2-Primary with Upper Primary,1-Rural,2-Girls,Gujarat,
GUJARAT,JAMNAGAR,NAVANAGANA KUMAR SHALA,3-Local Body,AT POST NAVANAGNA TA DIST JAMNAGAR,1 To 8,Jamnagar,Jamnagar,Jamnagar,Nava Nagna,Nava Nagna,,,,2-Primary with Upper Primary,1-Rural,1-Boys,Gujarat,
GUJARAT,JAMNAGAR,NAVANAGHUNA PRIMARY SCHOOL,3-Local Body,AT NAGHUNA VAYA CHELA TA DIST JAMNAGAR,1 To 8,Jamnagar,Jamnagar,Jamnagar,Naghuna,Naghuna,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,NAVANIYA PRIMARY SCHOOL,3-Local Body,AT-NAVANIYA TA-LALPUR DIST-JAMNAGAR,1 To 8,Jamnagar,Lalpur,Lalpur,Navaniya,Padana,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,NAVANIYA VADI SHALA,3-Local Body,AT-NAVANIYA TA-LALPUR DIST-JAMNAGAR,1 To 5,Jamnagar,Lalpur,Lalpur,Navaniya,Padana,,,,1-Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,NAVAPARA PRIMARY SCHOOL,3-Local Body,DHARARNAGAR NANDURI ROAD TA-LALPUR DIST-JAMNAGAR,,Jamnagar,Lalpur,Lalpur,Lalpur,Lalpur,,1 To 8,3-Co-educational,2-Primary with Upper Primary,1-Rural,,Gujarat,
GUJARAT,JAMNAGAR,NAVAVIRPUR PRI.SCHOOL,3-Local Body,TO NAVAVIRPUR POST NANDPUR TA DIST JAMNAGAR,,Jamnagar,Jamnagar,Jamnagar,Veratiya,Veratiya,,1 To 5,3-Co-educational,1-Primary,1-Rural,,Gujarat,
GUJARAT,JAMNAGAR,NAVBHARAT VIDHYALAY,5-Pvt. Unaided (Recognized),"BALMUKUNDNAGAR, GOKULNAGAR,NEAR JAKAT NAKA, BEHIND SAMARPAN HOSPIAL, JAMNAGAR",9 To 12,Jamnagar,Jamnagar,NA,,,Jamnagar (M Corp.) - Ward No.8,,,10-Secondary with Higher Secondary,2-Urban,3-Co-educational,Gujarat,Jamnagar-Municipal Corporations
GUJARAT,JAMNAGAR,NAVI PIPAR PRIMARY SCHOOL,3-Local Body,AT-NAVIPIPAR TA-LALPUR DIST-JAMNAGAR,1 To 8,Jamnagar,Lalpur,Lalpur,Khaydi,Pipar Navi,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,NAVI VERAVAL PRIMARY SCHOOL,3-Local Body,AT-NAVIVERAVAL TA-LALPUR DIST-JAMNAGAR,1 To 8,Jamnagar,Lalpur,Lalpur,Veraval Navi,Veraval Navi,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,NAV NIRMAN PRIMARY SCHOOL,5-Pvt. Unaided (Recognized),"OPP.ASHAPURA TEMPAL, MOMAINAGAR, GANDHINAGAR, JAMNAGAR",,Jamnagar,Jamnagar,NA,,,Jamnagar (M Corp.) - Ward No.2,1 To 8,3-Co-educational,2-Primary with Upper Primary,2-Urban,,Gujarat,Jamnagar-Municipal Corporations
GUJARAT,JAMNAGAR,NAVSARAJAN UTTA BUNIYADI VIDYALAY,4-Government Aided,AT.RAVALSAR PO.AMRA TAL/DIS.JAMNAGAR,9 To 10,Jamnagar,Jamnagar,Jamnagar,Jambuda,Jambuda,,,,8-Secondary Only,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,NAVSARGAN UTTAR BUNIYDI VIDYALAY,4-Government Aided,AT NAGHUNA POST LAVDIYA TA DIST JAMNAGAR,,Jamnagar,Jamnagar,Jamnagar,Amra,Amra,,9 To 10,3-Co-educational,8-Secondary Only,1-Rural,,Gujarat,
GUJARAT,JAMNAGAR,NAWANAGAR(GOV) HIGH SCHOOL,1-Department of Education,"BEDI GATE, SUPER MARKET, JAMNGAR",9 To 12,Jamnagar,Jamnagar,NA,,,Jamnagar (M Corp.) - Ward No.11,,,10-Secondary with Higher Secondary,2-Urban,1-Boys,Gujarat,Jamnagar-Municipal Corporations
GUJARAT,JAMNAGAR,NESDA PRIMARY SCHOOL,3-Local Body,AT NESHDA TAL JODIYA DIST JAMNAGAR,1 To 8,Jamnagar,Jodiya,Jamjodhpur,Nesda,Nesda,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,NEVY MODA PRIMARY SCHOOL,3-Local Body,AT.NEVYMODA TAL AND DIS.JAMNAGAR,1 To 8,Jamnagar,Jamnagar,Jamnagar,Alia,Alia,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,NEW ADVANT ACADEMY,5-Pvt. Unaided (Recognized),KABIR LAHER LAKE ASHIRVAD CLUB RESOURT ROAD NAGHEDI JAMNAGAR,,Jamnagar,Jamnagar,Jamnagar,Naghedi,Naghedi,,1 To 12,3-Co-educational,3-Pr. with Up.Pr. Sec. and H.Sec.,1-Rural,,Gujarat,
GUJARAT,JAMNAGAR,NEW ADVENT ACADEMY,5-Pvt. Unaided (Recognized),LAHER TALAV SAME ASHIRVAD RESHORT ROAD NAGHEDI,,Jamnagar,Jamnagar,Jamnagar,Naghedi,Naghedi,,1 To 10,3-Co-educational,6-Pr. Up Pr. and Secondary Only,1-Rural,,Gujarat,
GUJARAT,JAMNAGAR,NEW ERA ENGLISH/GUJARATI MEDIUM SCHOOL,5-Pvt. Unaided (Recognized),BEDI BUNDAR ROAD OPP BROOK BOND JAMNAGAR,,Jamnagar,Jamnagar,NA,,,Jamnagar (M Corp.) - Ward No.2,1 To 8,3-Co-educational,2-Primary with Upper Primary,2-Urban,,Gujarat,Jamnagar-Municipal Corporations
GUJARAT,JAMNAGAR,NEW ERA SCHOOL,5-Pvt. Unaided (Recognized),BEDI BUNDAR ROAD OPP BROOK BOND JAMNAGAR,,Jamnagar,Jamnagar,NA,,,Jamnagar (M Corp.) - Ward No.2,1 To 8,3-Co-educational,2-Primary with Upper Primary,2-Urban,,Gujarat,Jamnagar-Municipal Corporations
GUJARAT,JAMNAGAR,NEW GNANGANGA DIGITAL SCHOOL,5-Pvt. Unaided (Recognized),GIRIRAJ PARK OPP VRAJBHUMI GATE NO 2 LALVADI HAPA,,Jamnagar,Jamnagar,Jamnagar,Hapa,Hapa,,1 To 8,3-Co-educational,2-Primary with Upper Primary,1-Rural,,Gujarat,
GUJARAT,JAMNAGAR,NEW GNANGANGA GOLDEN ERA ENG. MED. SCHOOL,5-Pvt. Unaided (Recognized),"58, DIGVIJAY PLOT NR. WATER TANK, JAMNAGAR",,Jamnagar,Jamnagar,NA,,,Jamnagar (M Corp.) - Ward No.14,1 To 8,3-Co-educational,2-Primary with Upper Primary,2-Urban,,Gujarat,Jamnagar-Municipal Corporations
GUJARAT,JAMNAGAR,N.G. SHAH ENG.MED.SCHOOL,5-Pvt. Unaided (Recognized),"MANEKNAGAR, LALVADI, JAMNAGAR",1 To 8,Jamnagar,Jamnagar,NA,,,Jamnagar (M Corp.) - Ward No.12,,,2-Primary with Upper Primary,2-Urban,3-Co-educational,Gujarat,Jamnagar-Municipal Corporations
GUJARAT,JAMNAGAR,N.G. SHAH KUMAR MANDIR G.M. SETAVAD,5-Pvt. Unaided (Recognized),"At. Setavad, Jamnaagr",1 To 8,Jamnagar,Jamnagar,NA,,,Jamnagar (M Corp.) - Ward No.12,,,2-Primary with Upper Primary,2-Urban,3-Co-educational,Gujarat,Jamnagar-Municipal Corporations
GUJARAT,JAMNAGAR,NIKAVA KANYA SHALA,3-Local Body,AT NIKAVA TA KALAVAD DIST JAMNAGAR,1 To 8,Jamnagar,Kalavad,Kalavad,Nikava,Nikava,,,,2-Primary with Upper Primary,1-Rural,2-Girls,Gujarat,
GUJARAT,JAMNAGAR,NIKAVA TALUKA SHALA,3-Local Body,AT NIKAVA TA KALAVAD DIST JAMNAGAR,1 To 8,Jamnagar,Kalavad,Kalavad,Nikava,Nikava,,,,2-Primary with Upper Primary,1-Rural,1-Boys,Gujarat,
GUJARAT,JAMNAGAR,NILGIRI PRIMARY SCHOOL,3-Local Body,"AT. DARED, TA.DIST. JAMNAGAR",1 To 8,Jamnagar,Jamnagar,Jamnagar,Naranpar,Naranpar,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,NILKANTH PRIMARY SCHOOL (NAVAGAAM GHED),5-Pvt. Unaided (Recognized),NA,2 To 8,Jamnagar,Jamnagar,NA,NA,,,,,2-Primary with Upper Primary,9-NA,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,NILKANTH PRI. SCH.,5-Pvt. Unaided (Recognized),"NILKANTHNAGAR, RANJITSAGAR ROAD, JAMNAGAR",,Jamnagar,Jamnagar,NA,,,Jamnagar (M Corp.) - Ward No.16,1 To 8,3-Co-educational,2-Primary with Upper Primary,2-Urban,,Gujarat,Jamnagar-Municipal Corporations
GUJARAT,JAMNAGAR,N N S SARVAJANK KANYA VIDHYALAY,4-Government Aided,"BUS STATION ROAD JAMJODHPUR, DIST. JAMNAGAR",,Jamnagar,Jamjodhpur,NA,,,Jamjodhpur (M) - Ward No.1,9 To 12,2-Girls,10-Secondary with Higher Secondary,2-Urban,,Gujarat,Jamjodhpur-Municipality
GUJARAT,JAMNAGAR,NOORI HIGHSCHOOL-DHROL,5-Pvt. Unaided (Recognized),NOORI HIGH SCHOOL DHROL,9 To 12,Jamnagar,Dhrol,NA,,,Dhrol (M) - Ward No.7,,,10-Secondary with Higher Secondary,2-Urban,3-Co-educational,Gujarat,Dhrol-Municipality
GUJARAT,JAMNAGAR,OCIYENIK SCHOOL ENG MED - ZAKHAR,5-Pvt. Unaided (Recognized),zankhar tal.lalpur dist.jamnagar,1 To 10,Jamnagar,Lalpur,Lalpur,Zankhar,Zankhar,,,,6-Pr. Up Pr. and Secondary Only,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,OCIYENIK SCHOOL - ZAKHAR,5-Pvt. Unaided (Recognized),AT-ZANKHAR TA-LALPUR DIST-JAMNAGAR,1 To 12,Jamnagar,Lalpur,Lalpur,Zankhar,Zankhar,,,,3-Pr. with Up.Pr. Sec. and H.Sec.,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,OMNI ACADEMY,5-Pvt. Unaided (Recognized),AT.JAMNAGAR TAL AND DIS.JAMNAGAR,1 To 5,Jamnagar,Jamnagar,NA,,,Sikka (CT) - Ward No.6,,,1-Primary,2-Urban,3-Co-educational,Gujarat,Sikka-Municipality
GUJARAT,JAMNAGAR,OM PRIMARY SCHOOL,5-Pvt. Unaided (Recognized),"PATEL COLONY 2/10, JAMNAGAR",1 To 8,Jamnagar,Jamnagar,NA,,,Jamnagar (M Corp.) - Ward No.4,,,2-Primary with Upper Primary,2-Urban,3-Co-educational,Gujarat,Jamnagar-Municipal Corporations
GUJARAT,JAMNAGAR,OM SHANTI VIDHYALAYA,5-Pvt. Unaided (Recognized),"GAYATRINAGAR MAIN ROAD, NEAR WOOLANMILL, JAMNAGAR 361006",,Jamnagar,Jamnagar,NA,,,Jamnagar (M Corp.) - Ward No.4,1 To 8,3-Co-educational,2-Primary with Upper Primary,2-Urban,,Gujarat,Jamnagar-Municipal Corporations
GUJARAT,JAMNAGAR,OSHWAL PRI. SCH.ENGLISH,5-Pvt. Unaided (Recognized),46 DIG VIJAY PLOT JAMNAGAR,1 To 8,Jamnagar,Jamnagar,NA,,,Jamnagar (M Corp.) - Ward No.13,,,2-Primary with Upper Primary,2-Urban,3-Co-educational,Gujarat,Jamnagar-Municipal Corporations
GUJARAT,JAMNAGAR,OSHWAL PRI. SCH. GUJARATI,5-Pvt. Unaided (Recognized),46 DIGVIJAY PLOT JAMNAGAR,1 To 10,Jamnagar,Jamnagar,NA,,,Jamnagar (M Corp.) - Ward No.13,,,6-Pr. Up Pr. and Secondary Only,2-Urban,3-Co-educational,Gujarat,Jamnagar-Municipal Corporations
GUJARAT,JAMNAGAR,OSWAL ENGLISH ACADEMY,5-Pvt. Unaided (Recognized),SAAT RASTA NEAR FIRE STATION JAMNAGAR,1 To 12,Jamnagar,Jamnagar,NA,,,Jamnagar (M Corp.) - Ward No.7,,,3-Pr. with Up.Pr. Sec. and H.Sec.,2-Urban,3-Co-educational,Gujarat,Jamnagar-Municipal Corporations
GUJARAT,JAMNAGAR,OXFORD PRIMARY SCHOOL,5-Pvt. Unaided (Recognized),OPP COM. BANGLOW PARK COLONY JAMNAGAR,,Jamnagar,Jamnagar,NA,,,Jamnagar (M Corp.) - Ward No.13,1 To 2,3-Co-educational,1-Primary,2-Urban,,Gujarat,Jamnagar-Municipal Corporations
GUJARAT,JAMNAGAR,PADANA KANYA SHALA,3-Local Body,AT-PADANA TA-LALPUR DIST-JAMNAGAR,1 To 8,Jamnagar,Lalpur,Lalpur,Navaniya,Padana,,,,2-Primary with Upper Primary,1-Rural,2-Girls,Gujarat,
GUJARAT,JAMNAGAR,PADANA PATIYA PRIMARY SCHOOL,3-Local Body,AT-PADANA TA-LALPUR DIST-JAMNAGAR,1 To 8,Jamnagar,Lalpur,Lalpur,Navaniya,Padana,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,PADANA PRIMARY SCHOOL,3-Local Body,AT PADANA TA JODIYA DIST JAMNAGAR,1 To 5,Jamnagar,Jodiya,Jamjodhpur,Padana,Padana,,,,1-Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,PADANA TALUKA SHALA,3-Local Body,AT-PADANA TA-LALPUR DIST-JAMNAGAR,1 To 8,Jamnagar,Lalpur,Lalpur,Navaniya,Padana,,,,2-Primary with Upper Primary,1-Rural,1-Boys,Gujarat,
GUJARAT,JAMNAGAR,PANCHSHIL PRATHMIC SHALA,5-Pvt. Unaided (Recognized),51 DIGVIJAY PLOT JAMNAGAR,1 To 8,Jamnagar,Jamnagar,NA,,,Jamnagar (M Corp.) - Ward No.15,,,2-Primary with Upper Primary,2-Urban,3-Co-educational,Gujarat,Jamnagar-Municipal Corporations
GUJARAT,JAMNAGAR,PANIYA NES PRIMARY SCHOOL,3-Local Body,AT PANIYANESH TA JAMJODHPUR,1 To 5,Jamnagar,Jamjodhpur,Jamjodhpur,Satapar,Satapar,,,,1-Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,PARADVA PRIMARY SCHOOL,3-Local Body,AT PARADAVA TA JAMJODHPUR,1 To 8,Jamnagar,Jamjodhpur,Jamjodhpur,Paradva,Paradva,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,PARADVA VADI SHAL,3-Local Body,NA,1 To 5,Jamnagar,Jamjodhpur,NA,NA,,,,,1-Primary,9-NA,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,PARA GRANT SHALA,5-Pvt. Unaided (Recognized),OUT SIDE KHAMBHALIA GATE BEHIND MADHAVARIA TEMPLE JAMNAGAR,,Jamnagar,Jamnagar,NA,,,Jamnagar (M Corp.) - Ward No.13,1 To 8,3-Co-educational,2-Primary with Upper Primary,2-Urban,,Gujarat,Jamnagar-Municipal Corporations
GUJARAT,JAMNAGAR,PARISHRAM MADHYAMIK SHALA,5-Pvt. Unaided (Recognized),"AT. SHETHVADALA, TA. JAMJODHPUR, DIST. JAMNAGAR",,Jamnagar,Jamjodhpur,Jamjodhpur,Sheth Vadala,Sheth Vadala,,9 To 12,3-Co-educational,10-Secondary with Higher Secondary,1-Rural,,Gujarat,
GUJARAT,JAMNAGAR,PARMAR PRI. SCH.,5-Pvt. Unaided (Recognized),NA,4 To 8,Jamnagar,Jamnagar,NA,NA,,,,,2-Primary with Upper Primary,9-NA,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,PASAYA TALUKA SCHOOL,3-Local Body,TO PASAYA POST BERAJA VAYAL ALIYABADA TA.DI. JAMNAGAR,,Jamnagar,Jamnagar,Jamnagar,Pasaya,Pasaya,,1 To 8,3-Co-educational,2-Primary with Upper Primary,1-Rural,,Gujarat,
GUJARAT,JAMNAGAR,PATA MEGHPAR PRIMARY SCHOOL,3-Local Body,AT PATA MEGHAPAR TA KALAVAD DIST JAMNAGAR,,Jamnagar,Kalavad,Jamjodhpur,Pata Meghpar,Pata Meghpar,,1 To 8,3-Co-educational,2-Primary with Upper Primary,1-Rural,,Gujarat,
GUJARAT,JAMNAGAR,PATAN ANDHARIYO NES P SCHOOL,3-Local Body,AT ANDHARIYONESH TA JAMJODHPUR,1 To 5,Jamnagar,Jamjodhpur,Jamjodhpur,Patan,Patan,,,,1-Primary,1-Rural,3-Co-educational,Gujarat,
GUJARAT,JAMNAGAR,PATAN GAM (NESH) PRI. SCHOOL,3-Local Body,AT PATANGAMNESH TA JAMJODHPUR,1 To 8,Jamnagar,Jamjodhpur,Jamjodhpur,Patan,Patan,,,,2-Primary with Upper Primary,1-Rural,3-Co-educational,Gujarat,
